Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
atrophy	1.67	2	2	0.388888888888889	18	2,2,0,1,3,0,3,0,2,1,2,2,1,1,3,2,3,2
institutionalize	1.67	2	2	0.5	6	1,2,3,0,2,2
spiral	1.67	2	3	0.555555555555556	9	0,0,0,0,3,3,3,3,3
misdirection	1.67	2	2	0.666666666666667	9	1,2,1,1,2,2,2,2,2
aversive	1.67	2	2	0.666666666666667	9	2,2,2,2,1,2,1,2,1
tumor	1.67	2	2	0.777777777777778	9	2,1,2,2,2,2,2,0,2
spectrographically	1.67	2	3	0.555555555555556	9	0,0,0,0,3,3,3,3,3
mysteriousness	1.67	2	2	0.666666666666667	9	2,1,1,1,2,2,2,2,2
languish	1.67	2	2	0.666666666666667	9	2,1,2,1,1,2,2,2,2
backhouse	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
vortex	1.67	2	3	0.333333333333333	9	1,0,2,2,1,0,3,3,3
unrighteousness	1.67	2	3	0.5	6	0,1,3,3,0,3
repel	1.67	2	2	0.666666666666667	9	2,1,2,1,1,2,2,2,2
gushy	1.67	2	3	0.5	6	1,0,3,0,3,3
criminal	1.67	2	2	0.444444444444444	9	1,2,1,1,1,3,2,2,2
filth	1.67	2	2	0.555555555555556	9	2,1,2,2,2,2,0,3,1
atropine	1.67	2	3	0.5	6	1,0,0,3,3,3
purgatorial	1.67	2	2	0.333333333333333	9	0,2,3,1,3,2,1,2,1
neurodegenerative	1.67	2	2	0.666666666666667	3	2,1,2
pressboard	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
starved	1.67	2	2	0.833333333333333	6	2,0,2,2,2,2
fatuous	1.67	2	3	0.333333333333333	9	2,1,1,0,2,3,3,0,3
annoyer	1.67	2	3	0.333333333333333	6	1,2,1,3,3,0
repellently	1.67	2	2	0.333333333333333	9	0,1,2,1,3,2,2,3,1
impregnation	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
heartsickness	1.67	2	2	0.666666666666667	6	2,1,2,2,2,1
phoniness	1.67	2	1	0.666666666666667	6	1,3,1,1,1,3
downtrend	1.67	2	2	0.666666666666667	6	2,2,1,1,2,2
uncomforted	1.67	2	2	0.666666666666667	6	1,2,2,1,2,2
exacting	1.67	2	2	0.666666666666667	6	2,1,2,2,2,1
deadline	1.67	2	2	0.666666666666667	15	2,1,1,1,2,1,2,2,2,2,2,2,2,1,2
awkwardness	1.67	2	2	0.666666666666667	6	1,2,2,2,1,2
disputant	1.67	2	2	0.666666666666667	6	1,2,2,2,2,1
necromancer	1.67	2	2	0.333333333333333	12	1,3,0,0,1,2,3,2,1,2,2,3
quarantine	1.67	2	2	0.666666666666667	9	2,2,2,2,1,2,2,1,1
edginess	1.67	2	2	0.444444444444444	9	1,1,3,1,1,2,2,2,2
burned	1.67	2	2	0.777777777777778	9	2,1,2,2,2,0,2,2,2
chauvinistic	1.67	2	2	0.833333333333333	6	2,2,0,2,2,2
spineless	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
gruffness	1.67	2	2	0.666666666666667	6	1,1,2,2,2,2
tiresomely	1.67	2	2	0.833333333333333	6	2,0,2,2,2,2
exasperatedly	1.67	2	2	0.5	6	2,2,2,1,3,0
cheerlessness	1.67	2	2	0.666666666666667	6	2,2,2,1,2,1
flimsily	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
neuropathology	1.67	2	2	0.833333333333333	6	2,2,2,0,2,2
lockout	1.67	2	2	0.333333333333333	9	0,2,1,1,1,3,2,2,3
overhasty	1.67	2	2	0.666666666666667	6	2,2,1,2,1,2
grim	1.67	2	2	0.444444444444444	9	2,2,2,3,2,1,1,1,1
perjured	1.67	2	2	0.555555555555556	9	2,2,1,1,2,2,3,2,0
obstructionist	1.67	2	2	0.666666666666667	6	1,1,2,2,2,2
fanatical	1.67	2	2	0.666666666666667	6	1,2,1,2,2,2
dethronement	1.67	2	2	0.555555555555556	9	2,1,2,1,2,2,3,0,2
deteriorating	1.67	2	2	0.666666666666667	6	1,1,2,2,2,2
twitcher	1.67	2	3	0.444444444444444	9	1,0,1,0,3,1,3,3,3
volumetric	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
shackler	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
presumptuousness	1.67	2	2	0.777777777777778	9	2,0,1,2,2,2,2,2,2
transgress	1.67	2	2	0.416666666666667	12	0,3,2,2,0,1,3,2,3,2,2,0
arthritis	1.67	2	2	0.666666666666667	6	1,2,2,1,2,2
ingratitude	1.67	2	2	0.666666666666667	9	2,1,2,2,2,1,2,1,2
reunification	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
obnoxious	1.67	2	2	0.777777777777778	9	2,2,2,2,2,2,1,2,0
argumentatively	1.67	2	3	0.333333333333333	9	0,0,1,3,2,2,3,3,1
militant	1.67	2	2	0.444444444444444	9	0,2,1,0,2,3,2,3,2
cobra	1.67	2	2	0.666666666666667	9	2,1,2,2,1,1,2,2,2
sensationalistic	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
stew	1.67	2	3	0.444444444444444	9	0,1,1,1,3,0,3,3,3
limbless	1.67	2	2	0.5	6	1,0,2,2,2,3
unrelieved	1.67	2	2	0.666666666666667	6	2,1,2,2,1,2
overeagerly	1.67	2	2	0.666666666666667	6	1,2,1,2,2,2
leukemic	1.67	2	3	0.333333333333333	6	3,3,0,2,0,2
buckwheat	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
unhittable	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
underachiever	1.67	2	1	0.444444444444444	9	1,0,1,2,1,3,3,1,3
hardhearted	1.67	2	2	0.444444444444444	9	1,3,2,2,1,1,1,2,2
filcher	1.67	2	3	0.5	6	0,3,3,0,3,1
jobinterview	1.67	2	2	0.666666666666667	9	1,2,2,2,1,1,2,2,2
hypercompetitive	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
inflationary	1.67	2	2	0.666666666666667	9	1,2,2,2,2,2,1,1,2
gasmask	1.67	2	2	0.666666666666667	9	2,2,2,2,3,0,0,2,2
retighten	1.67	2	2	0.666666666666667	6	1,2,1,2,2,2
gunboat	1.67	2	3	0.444444444444444	9	1,1,0,1,0,3,3,3,3
paroxysm	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
fraught	1.67	2	2	0.666666666666667	6	2,2,2,1,2,1
fustrated	1.67	2	2	0.666666666666667	9	1,2,1,1,2,2,2,2,2
babbling	1.67	2	1	0.444444444444444	9	1,1,1,2,0,1,3,3,3
instigation	1.67	2	2	0.666666666666667	9	2,1,2,1,1,2,2,2,2
exam	1.67	2	1	0.555555555555556	9	2,1,3,3,2,1,1,1,1
uhoh	1.67	2	2	0.555555555555556	9	2,1,2,2,2,0,1,3,2
disorganized	1.67	2	2	0.555555555555556	9	2,1,2,0,1,2,3,2,2
deceitful	1.67	2	2	0.666666666666667	9	2,2,1,1,1,2,2,2,2
executed	1.67	2	1	0.444444444444444	9	1,1,1,2,0,3,3,3,1
beefcake	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
scandalously	1.67	2	1	0.5	6	1,1,1,2,2,3
disembody	1.67	2	2	0.5	6	2,2,2,3,1,0
adjoin	1.67	2	2	0.833333333333333	6	2,0,2,2,2,2
misdiagnosis	1.67	2	1	0.5	6	1,2,1,2,3,1
amorousness	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
raucous	1.67	2	2	0.444444444444444	9	1,2,2,3,2,2,1,1,1
archenemy	1.67	2	2	0.666666666666667	6	1,2,2,2,1,2
bewilderment	1.67	2	2	0.777777777777778	9	2,2,2,2,0,1,2,2,2
grr	1.67	2	3	0.5	6	0,3,3,0,1,3
usurpation	1.67	2	2	0.833333333333333	6	2,2,0,2,2,2
incommunicably	1.67	2	3	0.5	6	0,1,3,3,0,3
distorted	1.67	2	2	0.666666666666667	9	2,2,1,1,2,1,2,2,2
mri	1.67	2	2	0.444444444444444	9	1,2,1,2,1,2,3,1,2
insolvable	1.67	2	2	0.666666666666667	6	2,2,1,2,2,1
obscenity	1.67	2	2	0.444444444444444	9	2,2,1,3,1,1,2,2,1
defaulter	1.67	2	2	0.666666666666667	6	2,2,2,1,2,1
musketry	1.67	2	2	0.777777777777778	9	2,0,2,1,2,2,2,2,2
provoking	1.67	2	2	0.666666666666667	9	1,2,1,2,2,2,2,1,2
frostbitten	1.67	2	2	0.5	6	2,2,0,3,2,1
remorselessly	1.67	2	1	0.5	6	2,1,1,2,3,1
abductee	1.67	2	2	0.555555555555556	9	1,2,0,2,1,2,2,3,2
stigmatism	1.67	2	3	0.5	6	0,3,3,1,3,0
disembarkation	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
heterosexism	1.67	2	2	0.5	6	0,1,2,3,2,2
mournfulness	1.67	2	2	0.666666666666667	9	2,1,2,2,1,2,2,2,1
mugged	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
lovesick	1.67	2	3	0.5	6	0,3,3,1,3,0
ptsd	1.67	2	2	0.666666666666667	6	1,2,2,2,2,1
unhealthily	1.67	2	2	0.666666666666667	6	2,1,2,2,1,2
mortify	1.67	2	2	0.666666666666667	9	1,1,2,1,2,2,2,2,2
caged	1.67	2	2	0.5	6	1,0,2,2,3,2
contravention	1.67	2	2	0.666666666666667	9	1,2,1,2,2,2,1,2,2
ostracize	1.67	2	1	0.5	6	2,3,1,1,1,2
immunosuppression	1.67	2	2	0.666666666666667	6	2,1,2,1,2,2
hassle	1.67	2	2	0.444444444444444	9	1,2,1,1,2,1,3,2,2
injuriously	1.67	2	2	0.833333333333333	6	2,2,0,2,2,2
untrusting	1.67	2	1	0.5	12	2,1,2,1,1,3,2,3,2,1,1,1
dilly	1.67	2	2	0.833333333333333	6	0,2,2,2,2,2
spammer	1.67	2	2	0.444444444444444	9	2,1,2,2,2,1,1,1,3
risk	1.67	2	2	0.666666666666667	9	2,2,1,1,2,2,2,1,2
acrimony	1.67	2	2	0.555555555555556	9	2,0,1,2,2,1,2,3,2
morbidity	1.67	2	3	0.333333333333333	9	2,2,0,2,3,0,0,3,3
inebriation	1.67	2	2	0.666666666666667	6	1,2,2,2,2,1
startler	1.67	2	2	0.833333333333333	6	2,2,2,2,2,0
scorpion	1.65	2	1	0.511811023622047	127	1,1,2,2,2,3,2,1,2,2,2,2,3,1,2,3,3,1,1,1,2,3,1,2,1,2,1,2,1,1,1,2,2,3,2,2,2,1,3,2,2,3,2,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,3,1,2,1,2,3,1,2,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,3,1,2,3,2,3,1,1,3,1,2,3,2,1,3,2,1,1,2,2
sorrowful	1.65	2	3	0.411764705882353	17	3,3,3,3,0,0,0,0,0,3,1,2,3,2,0,3,2
syringe	1.65	2	2	0.378787878787879	66	2,3,3,0,3,2,1,2,1,2,1,2,2,2,2,2,3,0,3,2,1,0,2,2,2,0,2,2,3,1,1,2,0,1,0,0,2,2,2,0,2,2,2,0,1,2,3,3,2,0,3,0,1,3,0,3,3,3,3,0,1,3,3,2,0,1
eavesdropping	1.65	2	1	0.411764705882353	17	1,2,1,2,3,3,3,3,3,1,1,1,1,0,1,2,0
disappointment	1.64	2	2	0.452631578947368	95	1,2,2,2,1,1,2,1,2,2,2,3,1,2,2,3,1,2,3,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,1,2,2,2,3,2,1,2,3,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,2,2,1,2,2,1,2,3,1,2,1,1,2,2,1,3
segregation	1.64	2	2	0.727272727272727	11	0,2,2,1,2,2,2,2,1,2,2
nondemocratic	1.64	2	2	0.363636363636364	11	3,3,0,0,1,2,2,2,3,2,0
dissimulation	1.64	2	2	0.5	14	2,1,1,1,2,2,3,1,1,1,2,2,2,2
shyster	1.64	2	2	0.5	14	2,0,2,1,2,3,2,2,1,3,1,2,0,2
severer	1.64	2	2	0.642857142857143	14	2,0,2,1,2,2,2,2,2,0,1,2,3,2
decompensation	1.64	2	2	0.571428571428571	14	1,3,2,2,2,0,2,2,1,2,1,2,1,2
disenfranchise	1.64	2	2	0.714285714285714	14	1,1,2,2,2,2,2,2,0,2,2,2,2,1
slump	1.64	2	1	0.444444444444444	36	2,3,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,3,1,2,1,3,2,1,2,3,2,1,2,1,3,1,1,1,1,0
trounce	1.64	2	2	0.545454545454545	11	2,1,2,3,1,2,2,1,2,0,2
hardship	1.64	2	2	0.636363636363636	11	1,2,2,2,2,1,2,1,1,2,2
infighting	1.64	2	2	0.642857142857143	14	0,2,1,2,2,1,2,3,2,2,2,2,2,0
urgency	1.64	2	2	0.636363636363636	11	1,2,1,2,2,2,1,2,2,2,1
hyperthermia	1.64	2	2	0.363636363636364	11	0,2,0,3,1,0,3,3,2,2,2
disorientate	1.64	2	2	0.454545454545455	11	2,2,2,2,1,0,1,3,0,3,2
storming	1.63	2	1	0.481481481481481	108	1,2,1,2,1,2,2,3,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,3,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,3,2,3,2,2,1,1,2,1,2,2,1,2,1,1,2,2,3,1,1,3,1,2,3,2,2,3,1,1,1,1,2,1,1,2,1,3,1,3,1,1,1,1,1,3,2,1,1,1,3,2,1,2,1,2,1,1
incubus	1.62	2	2	0.625	8	1,2,2,1,2,1,2,2
bandit	1.62	2	1	0.5	8	2,1,2,2,1,1,3,1
flak	1.62	2	2	0.5	8	2,2,1,2,1,2,0,3
jostle	1.62	2	2	0.625	8	1,1,1,2,2,2,2,2
discourage	1.62	2	2	0.625	8	2,2,1,1,2,1,2,2
delinquent	1.62	2	2	0.625	8	1,1,2,1,2,2,2,2
sinning	1.62	2	2	0.625	8	1,2,2,1,1,2,2,2
disheartened	1.62	2	2	0.625	8	2,1,2,1,2,2,2,1
eradicative	1.62	2	2	0.75	8	1,0,2,2,2,2,2,2
berserk	1.62	2	2	0.625	8	2,2,0,0,3,2,2,2
hangover	1.62	2	2	0.75	8	0,2,2,1,2,2,2,2
inauspicious	1.62	2	2	0.5	8	1,0,1,2,3,2,2,2
blamed	1.62	2	2	0.625	8	1,1,1,2,2,2,2,2
deprivation	1.62	2	2	0.615384615384615	13	1,1,2,1,2,1,2,2,2,2,2,2,1
melee	1.62	2	2	0.75	8	2,2,0,1,2,2,2,2
feverous	1.62	2	2	0.75	8	2,0,2,2,2,1,2,2
ashamed	1.62	2	1	0.5	8	1,1,1,1,0,3,3,3
hashish	1.62	2	2	0.625	8	1,1,2,1,2,2,2,2
woeful	1.62	2	2	0.625	8	1,2,2,1,1,2,2,2
tinnitus	1.62	2	2	0.75	8	1,2,0,2,2,2,2,2
blackball	1.62	2	2	0.384615384615385	13	2,1,1,2,0,3,2,2,2,3,3,0,0
impulsiveness	1.62	2	1	0.5	8	2,1,1,1,1,2,2,3
ballooner	1.62	2	3	0.5	8	0,1,0,3,0,3,3,3
perspire	1.62	2	2	0.5	8	2,1,2,1,2,3,2,0
crapshoot	1.62	2	2	0.75	8	1,2,2,2,2,2,2,0
emasculatory	1.62	2	3	0.307692307692308	13	0,2,0,3,2,3,2,2,3,0,3,0,1
hurting	1.62	2	2	0.625	8	2,2,2,1,2,1,2,1
putridly	1.62	2	3	0.384615384615385	13	0,2,0,1,3,3,1,3,1,3,0,1,3
autocratic	1.62	2	2	0.625	8	1,2,2,2,1,1,2,2
fearfully	1.62	2	2	0.625	8	2,2,1,2,2,2,1,1
addictive	1.62	2	2	0.692307692307692	13	2,2,0,2,1,2,2,2,2,2,1,2,1
injurer	1.62	2	3	0.375	8	0,3,3,2,3,0,1,1
boozed	1.62	2	1	0.5	8	2,2,1,1,1,2,1,3
dominated	1.62	2	1	0.375	16	1,1,3,3,3,3,1,0,2,2,1,2,0,1,2,1
incineration	1.62	2	2	0.75	8	2,2,2,2,2,0,2,1
stifled	1.62	2	2	0.5	8	2,2,1,1,3,0,2,2
blusterer	1.62	2	2	0.5	8	0,2,3,1,2,1,2,2
jerkiness	1.62	2	2	0.692307692307692	13	1,2,1,2,1,2,2,2,2,2,2,2,0
annoys	1.62	2	2	0.615384615384615	13	2,1,1,1,2,1,1,2,2,2,2,2,2
contaminant	1.62	2	2	0.625	8	1,1,1,2,2,2,2,2
projectiles	1.62	2	2	0.375	8	1,3,3,0,2,2,0,2
typhus	1.62	2	3	0.375	8	3,3,2,0,2,3,0,0
intoxicator	1.62	2	2	0.625	8	2,2,2,2,2,3,0,0
gravedigger	1.62	2	3	0.5	8	0,0,1,0,3,3,3,3
defeated	1.62	2	2	0.75	8	2,1,2,2,2,2,2,0
daredevilry	1.62	2	2	0.75	8	1,2,2,2,2,2,0,2
bombast	1.62	2	2	0.75	8	0,2,2,1,2,2,2,2
impassable	1.62	2	2	0.625	8	0,2,2,2,2,2,0,3
assailable	1.62	2	2	0.625	8	1,2,2,1,2,2,1,2
dreariness	1.62	2	2	0.625	8	2,2,1,2,2,1,1,2
intrude	1.62	2	2	0.5	8	3,2,1,2,2,1,0,2
shank	1.62	2	3	0.5	8	0,1,0,3,3,3,0,3
exile	1.62	2	2	0.625	8	2,2,2,2,2,1,1,1
jackhammer	1.62	2	2	0.461538461538462	13	2,2,1,2,0,3,2,3,2,0,2,1,1
brothel	1.62	2	1	0.375	8	1,1,3,1,2,3,2,0
equivocator	1.62	2	2	0.625	8	1,2,1,2,2,2,1,2
slayer	1.62	2	1	0.625	8	1,1,1,1,3,2,1,3
foe	1.62	2	3	0.5	8	1,0,0,3,0,3,3,3
ransom	1.62	2	2	0.625	8	2,1,2,1,2,2,1,2
instable	1.62	2	2	0.625	8	2,2,1,1,2,2,1,2
blame	1.62	2	2	0.625	8	1,2,2,2,1,2,2,1
shipwreck	1.62	2	2	0.375	8	3,0,3,0,1,2,2,2
rowdy	1.62	2	2	0.625	8	1,1,2,2,2,2,2,1
hazardousness	1.62	2	2	0.625	8	1,2,2,2,1,2,1,2
ineptness	1.62	2	2	0.538461538461538	13	1,1,2,0,2,3,1,2,2,2,2,1,2
overheated	1.62	2	2	0.692307692307692	13	0,2,1,2,2,2,2,2,2,1,1,2,2
strep	1.62	2	2	0.5	8	1,2,2,2,1,0,3,2
dramaqueen	1.62	2	2	0.538461538461538	13	2,1,0,2,1,2,3,2,2,2,2,1,1
witchery	1.62	2	2	0.625	8	2,1,1,2,2,2,1,2
pyrotechnically	1.62	2	3	0.5	8	0,0,0,3,3,1,3,3
shite	1.62	2	3	0.375	8	2,2,0,0,0,3,3,3
cockhead	1.62	2	3	0.5	8	3,3,3,3,0,0,0,1
bedsore	1.61	2	2	0.388888888888889	18	2,2,1,2,3,0,2,3,3,0,1,2,0,2,3,2,1,0
defamatory	1.61	2	1	0.5	120	2,2,2,2,2,1,2,2,3,1,3,2,2,1,1,2,2,1,2,1,2,3,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,2,3,2,3,1,1,2,1,2,1,1,2,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,3,3,2,1,2,2,1,3,2,2,3,3,2,1,1,1,2
pitiful	1.60	2	2	0.6	5	1,2,2,1,2
trembler	1.60	2	2	0.6	5	1,2,2,2,1
druggy	1.60	2	2	0.7	10	2,2,2,1,2,2,2,0,1,2
overdraft	1.60	2	2	0.5	10	3,1,2,1,1,2,2,0,2,2
jumpiness	1.60	2	2	0.6	5	1,2,2,2,1
understaffed	1.60	2	2	0.8	5	0,2,2,2,2
ungratefulness	1.60	2	2	0.6	5	2,1,2,2,1
admonishment	1.60	2	2	0.8	5	2,0,2,2,2
repudiator	1.60	2	1	0.4	10	2,1,1,1,3,3,2,1,2,0
handcuff	1.60	2	2	0.6	5	1,2,1,2,2
orc	1.60	2	2	0.5	10	2,0,2,2,2,3,0,0,2,3
spirally	1.60	2	2	0.6	5	1,2,1,2,2
ashamedly	1.60	2	2	0.6	5	2,1,2,2,1
sarcoma	1.60	2	3	0.4	10	2,0,3,3,0,0,3,0,3,2
disquietedly	1.60	2	1	0.5	10	1,3,1,1,1,2,2,1,2,2
jeer	1.60	2	2	0.6	5	2,1,1,2,2
extrapolation	1.60	2	2	0.8	5	0,2,2,2,2
spectra	1.60	2	2	0.8	5	0,2,2,2,2
picketing	1.60	2	2	0.6	10	1,1,2,1,2,1,2,2,2,2
irresoluteness	1.60	2	2	0.6	10	1,1,1,2,2,2,1,2,2,2
bitterly	1.60	2	2	0.6	5	1,1,2,2,2
backfired	1.60	2	2	0.5	10	2,2,1,1,1,2,3,0,2,2
bogey	1.60	2	2	0.8	5	2,2,2,2,0
irritates	1.60	2	1	0.5	10	1,3,1,1,2,2,1,2,2,1
trifler	1.60	2	2	0.8	5	0,2,2,2,2
douche	1.60	2	2	0.8	5	0,2,2,2,2
aortic	1.60	2	2	0.8	5	2,2,0,2,2
gatecrash	1.60	2	2	0.6	5	2,2,1,2,1
complication	1.60	2	2	0.5	10	2,2,2,1,0,3,1,2,1,2
gahhh	1.60	2	2	0.5	10	0,2,2,3,2,1,1,2,1,2
coerce	1.60	2	2	0.7	10	2,1,2,2,2,2,2,0,1,2
vigilantism	1.60	2	2	0.6	5	2,2,1,2,1
subjection	1.60	2	2	0.5	10	2,1,2,1,0,2,2,2,3,1
henchman	1.60	2	2	0.8	5	0,2,2,2,2
inadequacy	1.60	2	1	0.5	10	2,2,1,1,3,1,2,1,1,2
parachutist	1.60	2	2	0.8	5	2,0,2,2,2
incoherency	1.60	2	2	0.6	5	1,2,1,2,2
shivering	1.60	2	2	0.6	10	2,2,1,2,2,1,2,1,1,2
ghoul	1.60	2	2	0.8	5	2,2,2,0,2
icky	1.60	2	2	0.6	5	1,1,2,2,2
unfaithful	1.60	2	1	0.5	10	2,1,2,1,2,2,1,1,1,3
unreason	1.60	2	2	0.6	10	2,0,3,2,0,2,2,2,2,1
incohesion	1.60	2	3	0.3	10	2,1,0,3,1,3,2,0,1,3
embroilment	1.60	2	2	0.6	5	2,2,1,1,2
twitchiness	1.60	2	2	0.8	5	0,2,2,2,2
collude	1.60	2	2	0.6	5	2,1,1,2,2
tatter	1.60	2	2	0.8	5	2,0,2,2,2
judgmental	1.60	2	2	0.6	5	2,1,2,2,1
headcheese	1.60	2	2	0.8	5	2,2,2,2,0
exploitive	1.60	2	2	0.8	5	2,2,2,2,0
catalyses	1.60	2	2	0.8	5	0,2,2,2,2
warring	1.60	2	2	0.7	10	2,0,1,2,1,2,2,2,2,2
corruptness	1.60	2	1	0.4	10	2,2,3,2,3,0,1,1,1,1
jailbait	1.60	2	2	0.5	10	0,1,2,2,3,2,1,1,2,2
grievance	1.60	2	3	0.3	10	1,2,1,1,2,0,3,0,3,3
seized	1.60	2	2	0.8	5	2,0,2,2,2
rockiness	1.60	2	2	0.8	5	0,2,2,2,2
dysfunctional	1.60	2	2	0.6	5	2,2,2,1,1
gnash	1.60	2	2	0.8	5	2,2,2,2,0
unfed	1.60	2	2	0.8	5	0,2,2,2,2
overexertion	1.60	2	2	0.6	5	1,2,2,1,2
unpractical	1.60	2	3	0.4	10	1,1,1,0,1,3,3,3,3,0
wrangle	1.60	2	2	0.8	5	2,2,0,2,2
radioactive	1.60	2	2	0.7	10	2,1,2,1,2,0,2,2,2,2
sponged	1.60	2	2	0.8	5	0,2,2,2,2
boor	1.60	2	2	0.8	5	0,2,2,2,2
daunt	1.60	2	2	0.6	5	1,1,2,2,2
fighting	1.60	2	2	0.7	10	1,1,2,0,2,2,2,2,2,2
infiltrate	1.60	2	2	0.8	5	0,2,2,2,2
freaky	1.60	2	2	0.6	10	2,0,2,2,2,2,0,1,2,3
worry	1.60	2	2	0.6	10	2,2,2,2,2,1,1,1,1,2
traitorously	1.60	2	2	0.8	5	2,2,0,2,2
broody	1.60	2	2	0.8	5	2,2,2,0,2
divisive	1.60	2	2	0.8	5	0,2,2,2,2
insatiability	1.60	2	1	0.5	10	2,1,2,2,2,1,1,3,1,1
injuring	1.60	2	2	0.7	10	2,1,2,0,2,1,2,2,2,2
extortionate	1.60	2	2	0.8	5	2,2,0,2,2
lecherous	1.60	2	2	0.8	5	0,2,2,2,2
starling	1.60	2	2	0.8	5	0,2,2,2,2
convictable	1.60	2	2	0.6	5	1,2,1,2,2
demeaning	1.60	2	2	0.6	5	1,2,2,2,1
misleader	1.60	2	2	0.8	5	2,2,2,2,0
enemies	1.60	2	2	0.6	5	1,2,1,2,2
overreaction	1.60	2	2	0.6	5	1,1,2,2,2
stammer	1.60	2	2	0.6	5	2,1,2,1,2
disruption	1.60	2	2	0.6	10	1,1,1,2,1,2,2,2,2,2
deceptive	1.60	2	2	0.7	10	2,2,2,1,2,2,2,2,0,1
writhed	1.60	2	2	0.6	10	2,0,2,0,2,2,1,2,2,3
fitful	1.60	2	2	0.8	5	2,2,2,2,0
conspire	1.60	2	2	0.7	10	2,2,2,1,1,0,2,2,2,2
picklock	1.60	2	2	0.8	5	2,2,2,0,2
untamable	1.60	2	2	0.6	10	0,2,0,2,2,2,3,2,1,2
bolshevism	1.60	2	3	0.5	10	0,0,1,0,0,3,3,3,3,3
betrothal	1.60	2	2	0.8	5	2,2,0,2,2
loser	1.60	2	2	0.6	5	2,1,1,2,2
squirminess	1.60	2	2	0.6	5	1,1,2,2,2
thunderous	1.60	2	2	0.8	5	2,2,0,2,2
barbarize	1.60	2	3	0.3	10	0,0,0,2,1,3,3,2,2,3
dojo	1.60	2	2	0.8	5	2,0,2,2,2
edge	1.60	2	3	0.4	10	0,0,0,1,1,3,3,2,3,3
perjurer	1.60	2	2	0.6	5	1,1,2,2,2
putridity	1.60	2	3	0.4	10	1,3,3,2,1,3,3,0,0,0
wrestle	1.60	2	3	0.4	10	1,1,0,1,1,0,3,3,3,3
escapism	1.60	2	2	0.8	5	2,2,2,0,2
evictor	1.60	2	2	0.7	10	2,0,1,2,1,2,2,2,2,2
overdramatic	1.60	2	2	0.8	5	0,2,2,2,2
dismay	1.60	2	2	0.4	10	1,3,0,2,1,0,2,3,2,2
glyph	1.60	2	2	0.8	5	2,2,0,2,2
undiplomatic	1.60	2	2	0.8	5	0,2,2,2,2
existential	1.60	2	3	0.4	10	0,0,1,1,2,3,0,3,3,3
injuries	1.60	2	2	0.6	5	1,1,2,2,2
rucksack	1.60	2	2	0.8	5	0,2,2,2,2
discourtesy	1.60	2	1	0.6	10	1,2,1,2,1,3,1,3,1,1
swam	1.60	2	2	0.8	5	2,2,0,2,2
vandalism	1.60	2	2	0.8	5	2,2,2,0,2
snide	1.60	2	2	0.6	5	2,1,1,2,2
blare	1.60	2	2	0.7	10	1,2,1,2,2,2,2,2,0,2
nerves	1.60	2	2	0.5	10	2,1,2,2,1,1,0,2,3,2
shunned	1.60	2	2	0.6	5	2,2,1,2,1
depersonalization	1.60	2	2	0.8	5	0,2,2,2,2
conflictive	1.60	2	2	0.5	10	1,3,0,1,2,2,1,2,2,2
waypoint	1.60	2	2	0.8	5	2,0,2,2,2
deteriorative	1.60	2	2	0.8	5	2,2,0,2,2
deprecator	1.60	2	3	0.5	10	0,0,0,0,1,3,3,3,3,3
dislocated	1.60	2	2	0.7	10	2,2,2,2,2,2,1,2,0,1
shoplift	1.60	2	2	0.8	5	2,2,0,2,2
pyrotechnics	1.60	2	2	0.7	10	2,0,1,2,1,2,2,2,2,2
